Waterbody_Name,Fish_Species_Present_at_Waterbody,Number_of_species,Comments,Special_Regulations_on_Waterbody,County,Types_of_Public_Access,Public_Fishing_Access_Owner,Waterbody_Information,Longitude,Latitude,Location
Fall Creek (Upper),Brook Trout* - Brown Trout*,2,None,,Cayuga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7fallcrpfr.pdf,-76.28947133,42.66531828,"(42.665318279, -76.289471329)"
Cayuga Inlet,Brown Trout - Rainbow Trout* - Atlantic Salmon,3,None,http://www.dec.ny.gov/outdoor/31417.html,Tompkins,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/72779.html,-76.55329491,42.38428033,"(42.384280325, -76.553294908)"
Cayuga Inlet,Brown Trout - Rainbow Trout* - Atlantic Salmon,3,None,http://www.dec.ny.gov/outdoor/31417.html,Tompkins,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/72779.html,-76.52962627,42.33842299,"(42.338422985, -76.529626273)"
Cayuga Inlet,Brown Trout - Rainbow Trout* - Atlantic Salmon,3,None,http://www.dec.ny.gov/outdoor/31417.html,Tompkins,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/72779.html,-76.54054518,42.34702614,"(42.347026136, -76.540545177)"
Cayuga Inlet,Brown Trout - Rainbow Trout* - Atlantic Salmon,3,None,http://www.dec.ny.gov/outdoor/31417.html,Tompkins,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/72779.html,-76.54481595,42.35397302,"(42.353973021, -76.544815952)"
Catharine Creek,Rainbow Trout,1,None,,Schuyler,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrcathrneck.pdf,-76.84384325,42.31868831,"(42.318688306, -76.843843245)"
Catharine Creek,Rainbow Trout,1,None,,Chemung,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrcathrneck.pdf,-76.83804508,42.23336315,"(42.23336315, -76.838045081)"
Cohocton River,Brook Trout - Brown Trout*,2,None,http://www.dec.ny.gov/outdoor/31494.html,Steuben,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrcohoctriv.pdf,-77.40127919,42.39277312,"(42.392773122, -77.401279185)"
Cohocton River,Brook Trout - Brown Trout*,2,None,http://www.dec.ny.gov/outdoor/31494.html,Steuben,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrcohoctriv.pdf,-77.43837055,42.4331772,"(42.433177196, -77.438370553)"
Otselic River,Brown Trout - Walleye,2,None,http://www.dec.ny.gov/outdoor/31436.html,Chenango,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7otselripfr.pdf,-75.78875774,42.6417495,"(42.6417495, -75.788757735)"
Otselic River,Brown Trout - Walleye,2,None,http://www.dec.ny.gov/outdoor/31436.html,Chenango,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7otselripfr.pdf,-75.80673623,42.63148672,"(42.631486721, -75.806736226)"
Otselic River,Brown Trout - Walleye,2,None,http://www.dec.ny.gov/outdoor/31436.html,Chenango,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7otselripfr.pdf,-75.84069333,42.5983755,"(42.598375502, -75.840693329)"
Otselic River,Brown Trout - Walleye,2,None,http://www.dec.ny.gov/outdoor/31436.html,Chenango,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7otselripfr.pdf,-75.86497459,42.58259049,"(42.582590493, -75.864974593)"
Otselic River,Brown Trout - Walleye,2,None,http://www.dec.ny.gov/outdoor/31439.html,Cortland,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7otselripfr.pdf,-75.8780731,42.57545591,"(42.575455908, -75.878073101)"
Saranac River,Brown Trout* - Rainbow Trout* - Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Northern Pike - Walleye,9,None,http://www.dec.ny.gov/outdoor/31437.html,Clinton,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrsaranac.pdf,-73.84038188,44.59193542,"(44.591935419, -73.840381884)"
Saranac River,Brown Trout* - Rainbow Trout* - Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Northern Pike - Walleye,9,None,http://www.dec.ny.gov/outdoor/31437.html,Clinton,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrsaranac.pdf,-73.85175276,44.57896374,"(44.578963744, -73.851752762)"
North Branch Great Chazy River,Brown Trout* - Rainbow Trout* - Smallmouth Bass,3,None,,Clinton,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrnbchazy.pdf,-73.7391566,44.92318027,"(44.923180272, -73.7391566)"
North Branch Great Chazy River,Brown Trout* - Rainbow Trout* - Smallmouth Bass,3,None,,Clinton,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrnbchazy.pdf,-73.72289653,44.92407414,"(44.924074139, -73.722896528)"
North Branch Great Chazy River,Brown Trout* - Rainbow Trout* - Smallmouth Bass,3,None,,Clinton,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrnbchazy.pdf,-73.68912689,44.93008698,"(44.930086984, -73.689126893)"
West Canada Creek,Brook Trout* - Brown Trout*,2,None,http://www.dec.ny.gov/outdoor/31453.html,Herkimer,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/9238.html,-75.04581359,43.21243092,"(43.212430917, -75.045813591)"
West Canada Creek,Brook Trout* - Brown Trout*,2,None,http://www.dec.ny.gov/outdoor/31470.html,Oneida,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/9238.html,-75.07444829,43.23012731,"(43.230127308, -75.074448288)"
West Canada Creek,Brook Trout* - Brown Trout*,2,None,http://www.dec.ny.gov/outdoor/31453.html,Herkimer,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/9238.html,-74.98054753,43.15038231,"(43.150382305, -74.98054753)"
West Canada Creek,Brook Trout* - Brown Trout*,2,None,http://www.dec.ny.gov/outdoor/31453.html,Herkimer,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/9238.html,-74.98009686,43.14606498,"(43.146064976, -74.980096863)"
West Canada Creek,Brook Trout* - Brown Trout*,2,None,http://www.dec.ny.gov/outdoor/31453.html,Herkimer,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/9238.html,-74.98390554,43.04933028,"(43.049330282, -74.983905535)"
Kayaderosseras Creek,Brown Trout* - Rainbow Trout,2,None,http://www.dec.ny.gov/outdoor/31482.html,Saratoga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkayadeross.pdf,-73.85563384,43.16683297,"(43.166832965, -73.855633839)"
Kayaderosseras Creek,Brown Trout* - Rainbow Trout,2,None,http://www.dec.ny.gov/outdoor/31482.html,Saratoga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkayadeross.pdf,-73.927986,43.07505821,"(43.075058208, -73.927985997)"
Kayaderosseras Creek,Brown Trout* - Rainbow Trout,2,None,http://www.dec.ny.gov/outdoor/31482.html,Saratoga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkayadeross.pdf,-73.93253511,43.07054859,"(43.070548589, -73.932535114)"
Kayaderosseras Creek,Brown Trout* - Rainbow Trout,2,None,http://www.dec.ny.gov/outdoor/31482.html,Saratoga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkayadeross.pdf,-73.93489086,43.06713748,"(43.067137477, -73.934890864)"
Kayaderosseras Creek,Brown Trout* - Rainbow Trout,2,None,http://www.dec.ny.gov/outdoor/31482.html,Saratoga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkayadeross.pdf,-73.92756792,43.06613727,"(43.066137269, -73.927567921)"
Kayaderosseras Creek,Brown Trout* - Rainbow Trout,2,None,http://www.dec.ny.gov/outdoor/31482.html,Saratoga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkayadeross.pdf,-73.92573437,43.06636974,"(43.066369738, -73.925734366)"
Kayaderosseras Creek,Brown Trout* - Rainbow Trout,2,None,http://www.dec.ny.gov/outdoor/31482.html,Saratoga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkayadeross.pdf,-73.9171198,43.06286767,"(43.06286767, -73.917119802)"
Kayaderosseras Creek,Brown Trout* - Rainbow Trout,2,None,http://www.dec.ny.gov/outdoor/31482.html,Saratoga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkayadeross.pdf,-73.91699309,43.06107744,"(43.061077438, -73.916993091)"
Kayaderosseras Creek,Brown Trout* - Rainbow Trout,2,None,http://www.dec.ny.gov/outdoor/31482.html,Saratoga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkayadeross.pdf,-73.88933991,43.04061339,"(43.040613393, -73.889339909)"
Kayaderosseras Creek,Brown Trout* - Rainbow Trout,2,None,http://www.dec.ny.gov/outdoor/31482.html,Saratoga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkayadeross.pdf,-73.8647577,43.02614326,"(43.026143257, -73.864757704)"
Batten Kill,Brook Trout - Brown Trout*,2,None,http://www.dec.ny.gov/outdoor/31502.html,Washington,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrbattenkil.pdf,-73.30044924,43.09367999,"(43.093679986, -73.30044924)"
Batten Kill,Brook Trout - Brown Trout*,2,None,http://www.dec.ny.gov/outdoor/31502.html,Washington,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrbattenkil.pdf,-73.36548214,43.14443689,"(43.144436885, -73.365482144)"
Schroon River,Brook Trout* - Brown Trout* - Rainbow Trout - Atlantic Salmon*,4,None,http://www.dec.ny.gov/outdoor/31501.html,Essex,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrschroon.pdf,-73.74159031,43.87406314,"(43.874063138, -73.741590306)"
Black River,Brook Trout* - Brown Trout* - Rainbow Trout*,3,None,http://www.dec.ny.gov/outdoor/31470.html,Oneida,Shore Fishing - Public Fishing Rights,Public Easement,,-75.24900442,43.47924315,"(43.479243148, -75.249004417)"
Black River,Brook Trout* - Brown Trout* - Rainbow Trout*,3,None,http://www.dec.ny.gov/outdoor/31470.html,Oneida,Shore Fishing - Public Fishing Rights,Public Easement,,-75.28572099,43.5076957,"(43.507695701, -75.285720994)"
Black River,Brook Trout* - Brown Trout* - Rainbow Trout*,3,None,http://www.dec.ny.gov/outdoor/31470.html,Oneida,Shore Fishing - Public Fishing Rights,Public Easement,,-75.29143604,43.50447764,"(43.504477636, -75.291436042)"
Black River,Brook Trout* - Brown Trout* - Rainbow Trout*,3,None,http://www.dec.ny.gov/outdoor/31456.html,Lewis,Shore Fishing - Public Fishing Rights,Public Easement,,-75.30897245,43.53691816,"(43.536918159, -75.30897245)"
Black River,Brook Trout* - Brown Trout* - Rainbow Trout*,3,None,http://www.dec.ny.gov/outdoor/31456.html,Lewis,Shore Fishing - Public Fishing Rights,Public Easement,,-75.31901961,43.55504378,"(43.555043775, -75.319019606)"
Black River,Brook Trout* - Brown Trout* - Rainbow Trout*,3,None,http://www.dec.ny.gov/outdoor/31456.html,Lewis,Shore Fishing - Public Fishing Rights,Public Easement,,-75.32155884,43.54894534,"(43.54894534, -75.321558836)"
South Sandy Creek,Brown Trout - Steelhead* - Coho Salmon - Chinook Salmon*,4,None,http://www.dec.ny.gov/outdoor/31420.html,Jefferson,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrssandyck.pdf,-76.12654971,43.74442036,"(43.744420358, -76.126549706)"
South Sandy Creek,Brown Trout - Steelhead* - Coho Salmon - Chinook Salmon*,4,None,http://www.dec.ny.gov/outdoor/31420.html,Jefferson,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrssandyck.pdf,-76.16273089,43.71254234,"(43.712542336, -76.162730885)"
Catskill Creek,Brown Trout*,1,None,,Schoharie,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrcatskillc.pdf,-74.25762952,42.48150947,"(42.481509465, -74.257629517)"
South Sandy Creek,Brown Trout - Steelhead* - Coho Salmon - Chinook Salmon*,4,None,http://www.dec.ny.gov/outdoor/31420.html,Jefferson,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrssandyck.pdf,-76.16878354,43.71623723,"(43.716237233, -76.168783536)"
West Branch Fish Creek,Brook Trout - Brown Trout* - Atlantic Salmon*,3,None,http://www.dec.ny.gov/outdoor/31470.html,Oneida,Shore Fishing - Public Fishing Rights,Public Easement,,-75.77489949,43.36125889,"(43.361258892, -75.774899494)"
West Branch Fish Creek,Brook Trout - Brown Trout* - Atlantic Salmon*,3,None,http://www.dec.ny.gov/outdoor/31470.html,Oneida,Shore Fishing - Public Fishing Rights,Public Easement,,-75.78064704,43.35294723,"(43.352947226, -75.780647035)"
East Branch Fish Creek,Brook Trout - Brown Trout* - Atlantic Salmon*,3,None,http://www.dec.ny.gov/outdoor/31456.html,Lewis,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrebfishcreek.pdf,-75.54528111,43.522414,"(43.522413999, -75.545281112)"
East Branch Fish Creek,Brook Trout - Brown Trout* - Atlantic Salmon*,3,None,http://www.dec.ny.gov/outdoor/31456.html,Lewis,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrebfishcreek.pdf,-75.59884961,43.44381236,"(43.443812362, -75.598849611)"
Salmon River,Brook Trout - Brown Trout* - Rainbow Trout*,3,None,http://www.dec.ny.gov/outdoor/31444.html,Franklin,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrsalmonrf.pdf,-74.35662255,44.91746415,"(44.917464151, -74.356622551)"
Salmon River,Brook Trout - Brown Trout* - Rainbow Trout*,3,None,http://www.dec.ny.gov/outdoor/31444.html,Franklin,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrsalmonrf.pdf,-74.34696966,44.91751588,"(44.917515881, -74.34696966)"
Salmon River,Brook Trout - Brown Trout -* Rainbow Trout*,3,None,http://www.dec.ny.gov/outdoor/31444.html,Franklin,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrsalmonrf.pdf,-74.31233279,44.87599017,"(44.87599017, -74.312332794)"
Neversink River,Brook Trout - Brown Trout*,2,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrneversink.pdf,-74.6070776,41.77628284,"(41.776282842, -74.607077598)"
Neversink River,Brook Trout - Brown Trout*,2,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrneversink.pdf,-74.60537703,41.73489598,"(41.734895981, -74.605377031)"
Neversink River,Brook Trout - Brown Trout*,2,None,http://www.dec.ny.gov/outdoor/31474.html,Orange,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrneversink.pdf,-74.59935678,41.45122148,"(41.451221477, -74.599356783)"
Beaver Kill,Brown Trout* - Rainbow Trout,2,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrbeaverkill.pdf,-75.09790921,41.97943757,"(41.979437565, -75.097909209)"
Beaver Kill,Brown Trout* - Rainbow Trout,2,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrbeaverkill.pdf,-75.0174336,41.97231425,"(41.972314245, -75.0174336)"
Beaver Kill,Brown Trout* - Rainbow Trout,2,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrbeaverkill.pdf,-74.96481748,41.95125536,"(41.95125536, -74.96481748)"
Beaver Kill,Brown Trout* - Rainbow Trout,2,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrbeaverkill.pdf,-74.9167625,41.94558083,"(41.94558083, -74.916762501)"
Willowemoc Creek,Brown Trout* - Rainbow Trout,2,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwillocklb.pdf,-74.87501562,41.92589696,"(41.925896961, -74.875015615)"
Willowemoc Creek,Brown Trout* - Rainbow Trout,2,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwillocklb.pdf,-74.8683441,41.92692535,"(41.926925345, -74.868344099)"
Willowemoc Creek,Brown Trout* - Rainbow Trout,2,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwillocklb.pdf,-74.85839903,41.92357724,"(41.923577242, -74.858399028)"
Willowemoc Creek,Brown Trout* - Rainbow Trout,2,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwillocklb.pdf,-74.84874335,41.92833564,"(41.92833564, -74.848743353)"
Willowemoc Creek,Brown Trout* - Rainbow Trout,2,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwillocklb.pdf,-74.84015777,41.92640075,"(41.926400748, -74.840157771)"
Willowemoc Creek,Brown Trout* - Rainbow Trout,2,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwillocklb.pdf,-74.8189745,41.90657613,"(41.906576127, -74.818974502)"
Willowemoc Creek,Brown Trout* - Rainbow Trout,2,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwillocklb.pdf,-74.80077146,41.90312203,"(41.903122029, -74.800771456)"
Willowemoc Creek,Brown Trout* - Rainbow Trout,2,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwillocklb.pdf,-74.78049411,41.90185064,"(41.901850643, -74.780494107)"
Willowemoc Creek,Brown Trout* - Rainbow Trout,2,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement - Willowemoc State Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwillocklb.pdf,-74.70691617,41.91262869,"(41.912628694, -74.706916166)"
Willowemoc Creek,Brown Trout* - Rainbow Trout,2,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement - Willowemoc State Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwillocklb.pdf,-74.69940573,41.9065123,"(41.906512299, -74.699405731)"
Willowemoc Creek,Brown Trout* - Rainbow Trout,2,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement - Willowemoc State Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwillocklb.pdf,-74.69516344,41.91192063,"(41.911920632, -74.695163442)"
West Branch Delaware River (Upper),Brook Trout - Brown Trout*,2,NYCDEP permit required (1-800-574-LAND).,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestbranch.pdf,-74.67622276,42.36918365,"(42.369183648, -74.676222756)"
West Branch Delaware River (Upper),Brook Trout - Brown Trout*,2,NYCDEP permit required (1-800-574-LAND).,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestbranch.pdf,-74.70384275,42.34793343,"(42.347933425, -74.703842749)"
West Branch Delaware River (Upper),Brook Trout - Brown Trout*,2,NYCDEP permit required (1-800-574-LAND).,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestbranch.pdf,-74.8154991,42.32840937,"(42.328409371, -74.815499103)"
West Branch Delaware River (Lower),Brown Trout* - Rainbow Trout - Smallmouth Bass - Walleye,4,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31431.html,Broome,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestbranch.pdf,-75.42316071,42.05115703,"(42.051157028, -75.423160705)"
West Branch Delaware River (Lower),Brown Trout* - Rainbow Trout - Smallmouth Bass - Walleye,4,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31431.html,Broome,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestbranch.pdf,-75.4231097,42.05774997,"(42.057749967, -75.423109696)"
West Branch Delaware River (Lower),Brown Trout* - Rainbow Trout - Smallmouth Bass - Walleye,4,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestbranch.pdf,-75.42168242,42.05690602,"(42.05690602, -75.421682418)"
West Branch Delaware River (Lower),Brown Trout* - Rainbow Trout - Smallmouth Bass - Walleye,4,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestbranch.pdf,-75.41989485,42.04473385,"(42.044733845, -75.419894847)"
Esopus Creek,Brook Trout - Brown Trout* - Rainbow Trout,3,None,http://www.dec.ny.gov/outdoor/31500.html,Ulster,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfresopusck.pdf,-74.29136679,42.05271496,"(42.052714955, -74.29136679)"
Esopus Creek,Brook Trout - Brown Trout* - Rainbow Trout,3,None,http://www.dec.ny.gov/outdoor/31500.html,Ulster,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfresopusck.pdf,-74.27150866,42.00273917,"(42.002739173, -74.271508657)"
Batavia Kill,Brook Trout - Brown Trout* - Rainbow Trout,3,None,,Greene,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrbataviak.pdf,-74.4173099,42.30516732,"(42.305167318, -74.417309899)"
West Kill,Brook Trout - Brown Trout* - Rainbow Trout,3,None,,Greene,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestkill.pdf,-74.32306346,42.19254557,"(42.192545573, -74.323063462)"
West Kill,Brook Trout - Brown Trout* - Rainbow Trout,3,None,,Greene,Shore Fishing - Public Fishing Rights,Public Easement - Hunter-West Kill Mountain Wilderness (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestkill.pdf,-74.26953347,42.18237536,"(42.182375363, -74.269533468)"
West Kill,Brook Trout - Brown Trout* - Rainbow Trout,3,None,,Greene,Shore Fishing - Public Fishing Rights,Public Easement - Hunter-West Kill Mountain Wilderness (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestkill.pdf,-74.26257355,42.17760132,"(42.17760132, -74.262573553)"
Catskill Creek,Brown Trout*,1,None,,Greene,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrcatskillc.pdf,-74.15199212,42.40484708,"(42.404847084, -74.151992121)"
Kinderhook Creek,Brook Trout - Brown Trout*,2,None,http://www.dec.ny.gov/outdoor/31438.html,Columbia,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkinderhook.pdf,-73.47975301,42.48692859,"(42.486928585, -73.479753005)"
Schoharie Creek (Upper),Brook Trout - Brown Trout*,2,None,,Greene,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrschoharie.pdf,-74.39994922,42.2834234,"(42.283423399, -74.399949217)"
Schoharie Creek (Upper),Brook Trout - Brown Trout*,2,None,,Greene,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrschoharie.pdf,-74.40815143,42.26758599,"(42.267585991, -74.408151426)"
Schoharie Creek (Upper),Brook Trout - Brown Trout*,2,None,,Greene,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrschoharie.pdf,-74.40448665,42.2660341,"(42.266034104, -74.404486654)"
Schoharie Creek (Upper),Brook Trout - Brown Trout*,2,None,,Greene,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrschoharie.pdf,-74.32955894,42.24269769,"(42.242697685, -74.329558938)"
Schenevus Creek,Brook Trout - Brown Trout*,2,None,,Otsego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrschenevus.pdf,-74.8415928,42.54502507,"(42.545025068, -74.8415928)"
Charlotte Creek,Brook Trout - Brown Trout*,2,None,,Otsego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrcharlotte.pdf,-75.01357376,42.45381689,"(42.453816886, -75.013573757)"
